 P5K-E R102G        eM-Test Expert (R)     licence #50871 ASUSTEK COMPUTER INC, 

 Test Fixture Nails    1569/9020 Selected Drills           6-Jul-2007 9:48
                       1569 Nails, 2431 Nets               INCH units

Nail         X         Y   Type Grid T/B  Net   Net Name   Virtual Pin/Via
$1277      8.490     1.160   1  G1   (B)  #872  I2_PDD5_R        V VIA .
$1278      8.925     1.260   1  H2   (B)  #654  T2_RAIDMODE      V VIA .
$1279      8.825     2.131   3  H2   (B)  #1361 T_SATA_RXP4_C    V PIN SATA5.6
$1280      8.825     2.181   3  H2   (B)  #1360 T_SATA_RXN4_C    V PIN SATA5.5
$1281      8.825     2.281   3  H2   (B)  #1359 T_SATA_TXN4_C    V PIN SATA5.3
$1282      8.825     2.331   3  H2   (B)  #1358 T_SATA_TXP4_C    V PIN SATA5.2
$1283      8.825     2.788   3  H3   (B)  #1373 T_SATA_RXP1_C    V PIN SATA2.6
$1284      8.825     2.838   3  H3   (B)  #1372 T_SATA_RXN1_C    V PIN SATA2.5
$1285      8.825     2.938   3  H3   (B)  #1371 T_SATA_TXN1_C    V PIN SATA2.3
$1286      8.825     2.988   3  H3   (B)  #1370 T_SATA_TXP1_C    V PIN SATA2.2
$1287      8.565     3.060   1  G3   (B)  #467  N38086859        V VIA .
$1288      8.450     3.195   1  G3   (B)  #1038 N38094131        V VIA .
$1289      8.555     3.220   1  G3   (B)  #1037 N38094686        V VIA .
$1290      8.325     3.355   1  G3   (B)  #649  O_+VTTCPU_OV2#   V VIA .
$1291      8.355     3.490   2  G3   (B)  #665  MFG_MODE_N       V VIA .
$1292      8.422     3.537   2  G3   (B)  #683  H_SKTOCC#        V VIA .
$1293      8.485     3.620   1  G3   (B)  #1036 N38154589        V VIA .
$1294      8.605     3.325   1  G3   (B)  #466  N38094786        V VIA .
$1295      8.825     3.446   3  H3   (B)  #1377 T_SATA_RXP0_C    V PIN SATA1.6
$1296      8.825     3.496   3  H3   (B)  #1376 T_SATA_RXN0_C    V PIN SATA1.5
$1297      8.825     3.596   3  H3   (B)  #1375 T_SATA_TXN0_C    V PIN SATA1.3
$1298      8.825     3.646   3  H3   (B)  #1374 T_SATA_TXP0_C    V PIN SATA1.2
$1299      8.640     3.765   1  G4   (B)  #464  N38154593        V VIA .
$1300      8.402     3.940   2  G4   (B)  #1035 N38154615        V VIA .
$1301      8.290     4.195   1  G4   (B)  #66   N33216651        V VIA .
$1302      8.263     4.876   1  G4   (B)  #213  D2_DQ_B5         V PIN DIMM_B2.123
$1303      8.107     4.994   1  G4   (B)  #222  D2_DQS_B#0         PIN DIMM_B1.6
$1304      8.107     5.151   1  G5   (B)  #215  D2_DQ_B3           PIN DIMM_B1.10
$1305      8.032     5.270   1  G5   (B)  #209  D2_DQ_B9           PIN DIMM_B1.13
$1306      8.107     5.624   1  G5   (B)  #207  D2_DQ_B11          PIN DIMM_B1.22
$1307      8.032     5.742   1  G5   (B)  #201  D2_DQ_B17          PIN DIMM_B1.25
$1308      8.107     5.939   1  G5   (B)  #200  D2_DQ_B18          PIN DIMM_B1.30
$1309      8.107     6.175   1  G5   (B)  #228  D2_DQS_B#3         PIN DIMM_B1.36
$1310      8.107     6.805   1  G6   (B)  #255  D2_CKE_B0        V PIN DIMM_B1.52
$1311      8.107     7.041   1  G6   (B)  #135  D2_MAB7            PIN DIMM_B1.58
$1312      8.032     7.159   1  G6   (B)  #138  D2_MAB4            PIN DIMM_B1.61
$1313      7.883     7.789   2  G7   (B)  #253  D2_CS_B#0        V PIN DIMM_B1.193
$1314      7.883     7.868   2  G7   (B)  #257  D2_ODT_B0        V PIN DIMM_B1.195
$1315      7.883     8.025   1  G7   (B)  #182  D2_DQ_B36          PIN DIMM_B1.199
$1316      7.883     8.262   1  G7   (B)  #180  D2_DQ_B38          PIN DIMM_B1.205
$1317      7.958     8.380   1  G7   (B)  #174  D2_DQ_B44          PIN DIMM_B1.208
$1318      7.883     8.498   1  G7   (B)  #242  D2_DM_B5           PIN DIMM_B1.211
$1319      7.958     8.616   1  G7   (B)  #172  D2_DQ_B46          PIN DIMM_B1.214
$1320      7.883     8.734   1  G7   (B)  #166  D2_DQ_B52          PIN DIMM_B1.217
$1321      7.883     8.892   2  G8   (B)  #247  D2_MB_CLK#2      V PIN DIMM_B1.221
$1322      7.883     9.207   1  G8   (B)  #158  D2_DQ_B60          PIN DIMM_B1.229
$1323      7.883     9.443   1  G8   (B)  #156  D2_DQ_B62          PIN DIMM_B1.235
$1324      7.898    10.338   2  G9   (B)  #1300 H_VID7_R         V VIA .
$1325      7.905    10.415   2  G9   (B)  #1280 H_VID6_R         V VIA .
$1326      8.263     5.112   1  G5   (B)  #211  D2_DQ_B7         V PIN DIMM_B2.129
$1327      8.338     5.230   2  G5   (B)  #205  D2_DQ_B13        V PIN DIMM_B2.132
$1328      8.338     5.309   2  G5   (B)  #238  D2_DM_B1         V PIN DIMM_B2.134
$1329      8.263     5.427   2  G5   (B)  #145  D2_MB_CLK4       V PIN DIMM_B2.137
$1330      8.338     5.466   2  G5   (B)  #146  D2_MB_CLK#4      V PIN DIMM_B2.138
$1331      8.338     5.545   2  G5   (B)  #204  D2_DQ_B14        V PIN DIMM_B2.140
$1332      8.263     5.585   2  G5   (B)  #203  D2_DQ_B15        V PIN DIMM_B2.141
$1333      8.338     5.703   2  G5   (B)  #197  D2_DQ_B21        V PIN DIMM_B2.144
$1334      8.338     5.781   2  G5   (B)  #239  D2_DM_B2         V PIN DIMM_B2.146
$1335      8.338     5.939   2  G5   (B)  #195  D2_DQ_B23        V PIN DIMM_B2.150
$1336      8.263     6.057   1  G5   (B)  #189  D2_DQ_B29        V PIN DIMM_B2.153
$1337      8.263     6.293   1  G6   (B)  #187  D2_DQ_B31        V PIN DIMM_B2.159
$1338      8.263     6.766   1  G6   (B)  #151  D2_CKE_B3        V PIN DIMM_B2.171
$1339      8.338     6.884   1  G6   (B)  #128  D2_MAB14         V PIN DIMM_B2.174
$1340      8.263     7.002   1  G6   (B)  #133  D2_MAB9          V PIN DIMM_B2.177
$1341      8.338     7.120   2  G6   (B)  #136  D2_MAB6          V PIN DIMM_B2.180
$1342      8.338     7.199   2  G6   (B)  #139  D2_MAB3          V PIN DIMM_B2.182
$1343      8.263     7.474   2  G6   (B)  #147  D2_MB_CLK3       V PIN DIMM_B2.185
$1344      8.338     7.514   2  G7   (B)  #148  D2_MB_CLK#3      V PIN DIMM_B2.186
$1345      8.338     7.592   2  G7   (B)  #142  D2_MAB0          V PIN DIMM_B2.188
$1346      8.338     7.750   2  G7   (B)  #125  D2_RASB#         V PIN DIMM_B2.192
$1347      8.263     7.789   2  G7   (B)  #150  D2_CS_B#2        V PIN DIMM_B2.193
$1348      8.263     7.868   2  G7   (B)  #220  D2_ODT_B2        V PIN DIMM_B2.195
$1349      8.107     7.907   2  G7   (B)  #252  D2_CS_B#1        V PIN DIMM_B1.76
$1350      8.032     7.947   2  G7   (B)  #256  D2_ODT_B1        V PIN DIMM_B1.77
$1351      8.032     8.104   1  G7   (B)  #185  D2_DQ_B33          PIN DIMM_B1.81
$1352      8.107     8.301   1  G7   (B)  #184  D2_DQ_B34          PIN DIMM_B1.86
$1353      8.107     8.537   1  G7   (B)  #232  D2_DQS_B#5         PIN DIMM_B1.92
$1354      8.107     8.774   1  G8   (B)  #170  D2_DQ_B48          PIN DIMM_B1.98
$1355      7.958     8.852   2  G8   (B)  #246  D2_MB_CLK2       V PIN DIMM_B1.220
$1356      7.958     9.088   1  G8   (B)  #164  D2_DQ_B54          PIN DIMM_B1.226
$1357      8.032     9.285   1  G8   (B)  #161  D2_DQ_B57          PIN DIMM_B1.111
$1358      8.032     9.522   1  G8   (B)  #159  D2_DQ_B59          PIN DIMM_B1.117
$1359      7.965    10.460   2  G9   (B)  #1278 H_VID4_R         V VIA .
$1360      7.935    10.555   1  G9   (B)  #1277 H_VID3_R         V VIA .
$1361      8.412     4.797   2  G4   (B)  #245  D2_VREF_DIMM     V PIN DIMM_B2.1
$1362      8.412     4.876   2  G4   (B)  #218  D2_DQ_B0         V PIN DIMM_B2.3
$1363      8.487     4.915   2  G4   (B)  #217  D2_DQ_B1         V PIN DIMM_B2.4
$1364      8.412     5.033   2  G5   (B)  #221  D2_DQS_B0        V PIN DIMM_B2.7
$1365      8.412     5.112   2  G5   (B)  #216  D2_DQ_B2         V PIN DIMM_B2.9
$1366      8.487     5.230   1  G5   (B)  #210  D2_DQ_B8         V PIN DIMM_B2.12
$1367      8.412     5.348   2  G5   (B)  #225  D2_DQS_B#1       V PIN DIMM_B2.15
$1368      8.487     5.388   2  G5   (B)  #223  D2_DQS_B1        V PIN DIMM_B2.16
$1369      8.412     5.585   2  G5   (B)  #208  D2_DQ_B10        V PIN DIMM_B2.21
$1370      8.487     5.703   1  G5   (B)  #202  D2_DQ_B16        V PIN DIMM_B2.24
$1371      8.412     5.821   2  G5   (B)  #226  D2_DQS_B#2       V PIN DIMM_B2.27
$1372      8.487     5.860   2  G5   (B)  #224  D2_DQS_B2        V PIN DIMM_B2.28
$1373      8.412     5.978   2  G5   (B)  #199  D2_DQ_B19        V PIN DIMM_B2.31
$1374      8.412     6.057   2  G5   (B)  #194  D2_DQ_B24        V PIN DIMM_B2.33
$1375      8.487     6.096   2  G5   (B)  #193  D2_DQ_B25        V PIN DIMM_B2.34
$1376      8.412     6.214   2  G5   (B)  #227  D2_DQS_B3        V PIN DIMM_B2.37
$1377      8.412     6.293   2  G6   (B)  #192  D2_DQ_B26        V PIN DIMM_B2.39
$1378      8.487     6.333   2  G6   (B)  #191  D2_DQ_B27        V PIN DIMM_B2.40
$1379      8.487     6.805   2  G6   (B)  #152  D2_CKE_B2        V PIN DIMM_B2.52
$1380      8.487     6.884   2  G6   (B)  #127  D2_BAB2          V PIN DIMM_B2.54
$1381      8.412     7.002   1  G6   (B)  #131  D2_MAB11         V PIN DIMM_B2.57
$1382      8.487     7.120   1  G6   (B)  #137  D2_MAB5          V PIN DIMM_B2.60
$1383      8.412     7.238   2  G6   (B)  #140  D2_MAB2          V PIN DIMM_B2.63
$1384      8.412     7.711   2  G7   (B)  #154  D2_BAB0          V PIN DIMM_B2.71
$1385      8.412     7.789   2  G7   (B)  #124  D2_WEB#          V PIN DIMM_B2.73
$1386      8.338     7.907   2  G7   (B)  #129  D2_MAB13         V PIN DIMM_B2.196
$1387      8.412     7.947   2  G7   (B)  #219  D2_ODT_B3        V PIN DIMM_B2.77
$1388      8.338     8.065   2  G7   (B)  #181  D2_DQ_B37        V PIN DIMM_B2.200
$1389      8.338     8.144   2  G7   (B)  #241  D2_DM_B4         V PIN DIMM_B2.202
$1390      8.412     8.183   2  G7   (B)  #230  D2_DQS_B#4       V PIN DIMM_B2.83
$1391      8.338     8.301   2  G7   (B)  #179  D2_DQ_B39        V PIN DIMM_B2.206
$1392      8.412     8.340   2  G7   (B)  #183  D2_DQ_B35        V PIN DIMM_B2.87
$1393      8.412     8.419   2  G7   (B)  #178  D2_DQ_B40        V PIN DIMM_B2.89
$1394      8.263     8.419   1  G7   (B)  #173  D2_DQ_B45        V PIN DIMM_B2.209
$1395      8.263     8.655   1  G7   (B)  #171  D2_DQ_B47        V PIN DIMM_B2.215
$1396      8.338     8.774   2  G8   (B)  #165  D2_DQ_B53        V PIN DIMM_B2.218
$1397      8.338     8.852   2  G8   (B)  #143  D2_MB_CLK5       V PIN DIMM_B2.220
$1398      8.263     8.892   2  G8   (B)  #144  D2_MB_CLK#5      V PIN DIMM_B2.221
$1399      8.263     8.970   2  G8   (B)  #243  D2_DM_B6         V PIN DIMM_B2.223
$1400      8.107     9.010   1  G8   (B)  #234  D2_DQS_B#6         PIN DIMM_B1.104
$1401      8.107     9.167   1  G8   (B)  #167  D2_DQ_B51          PIN DIMM_B1.108
$1402      8.107     9.403   1  G8   (B)  #235  D2_DQS_B7          PIN DIMM_B1.114
$1403      8.107     9.640   1  G8   (B)  #49   S_SMBCLK_MAIN      PIN DIMM_B1.120
$1404      8.040    10.495   2  G9   (B)  #1276 H_VID2_R         V VIA .
$1405      8.055    10.580   2  G9   (B)  #1275 H_VID1_R         V VIA .
$1406      8.095    10.640   2  G9   (B)  #503  H_VID1           V VIA .
$1407      8.095    10.715   2  G9   (B)  #501  H_VID3           V VIA .
$1408      8.090    10.790   2  G9   (B)  #499  H_VID5           V VIA .
$1409      8.080    10.860   2  G9   (B)  #685  SB_CAHFAN_PWM    V VIA .
$1410      7.964    10.910   1  G9   (B)  #1454 O_CHA_FANPWR_PWM V VIA .
$1411      8.000    11.306   1  G10  (B)  #1473 O_TR_MB          V VIA .
$1412      8.487     7.671   2  G7   (B)  #132  D2_MAB10         V PIN DIMM_B2.70
$1413      8.487     7.829   2  G7   (B)  #126  D2_CASB#         V PIN DIMM_B2.74
$1414      8.487     7.907   2  G7   (B)  #149  D2_CS_B#3        V PIN DIMM_B2.76
$1415      8.487     8.065   1  G7   (B)  #186  D2_DQ_B32        V PIN DIMM_B2.80
$1416      8.487     8.222   2  G7   (B)  #229  D2_DQS_B4        V PIN DIMM_B2.84
$1417      8.487     8.459   2  G7   (B)  #177  D2_DQ_B41        V PIN DIMM_B2.90
$1418      8.412     8.577   2  G7   (B)  #231  D2_DQS_B5        V PIN DIMM_B2.93
$1419      8.412     8.655   2  G7   (B)  #176  D2_DQ_B42        V PIN DIMM_B2.95
$1420      8.487     8.695   2  G7   (B)  #175  D2_DQ_B43        V PIN DIMM_B2.96
$1421      8.412     8.813   2  G8   (B)  #169  D2_DQ_B49        V PIN DIMM_B2.99
$1422      8.412     9.049   2  G8   (B)  #233  D2_DQS_B6        V PIN DIMM_B2.105
$1423      8.412     9.128   2  G8   (B)  #168  D2_DQ_B50        V PIN DIMM_B2.107
$1424      8.263     9.128   1  G8   (B)  #163  D2_DQ_B55        V PIN DIMM_B2.227
$1425      8.338     9.246   2  G8   (B)  #157  D2_DQ_B61        V PIN DIMM_B2.230
$1426      8.338     9.325   2  G8   (B)  #244  D2_DM_B7         V PIN DIMM_B2.232
$1427      8.412     9.364   2  G8   (B)  #236  D2_DQS_B#7       V PIN DIMM_B2.113
$1428      8.338     9.482   1  G8   (B)  #155  D2_DQ_B63        V PIN DIMM_B2.236
$1429      8.412     9.600   1  G8   (B)  #45   S_SMBDATA_MAIN   V PIN DIMM_B2.119
$1430      8.120    10.540   2  G9   (B)  #1274 H_VID0_R         V VIA .
$1431      8.175    10.590   2  G9   (B)  #504  H_VID0           V VIA .
$1432      8.170    10.665   2  G9   (B)  #502  H_VID2           V VIA .
$1433      8.170    10.740   2  G9   (B)  #500  H_VID4           V VIA .
$1434      8.160    10.815   2  G9   (B)  #498  H_VID6           V VIA .
$1435      8.175    10.885   2  G9   (B)  #1465 O_CPUFANOUT0_SET V VIA .
$1436      8.664     5.282   1  G5   (B)  #1730 P_CHAFAN2_REF2_10 V VIA .
$1437      9.005     0.415   1  H1   (B)  #722  N26338738        V VIA .
$1438      9.020     0.540   1  H1   (B)  #596  N29606149        V VIA .
$1439      9.025     0.690   1  H1   (B)  #4    +5VDUAL          V VIA .
$1440      9.175     0.825   1  H1   (B)  #421  N25176091        V VIA .
$1441      9.014     1.105   1  H1   (B)  #670  +CHAFANPWR2      V PIN PCE703.1
$1442      9.200     2.131   3  H2   (B)  #1357 T2_SATA_RXP0     V PIN SATA6.6
$1443      9.200     2.181   3  H2   (B)  #1356 T2_SATA_RXN0     V PIN SATA6.5
$1444      9.200     2.281   3  H2   (B)  #1355 T2_SATA_TXN0     V PIN SATA6.3
$1445      9.200     2.331   3  H2   (B)  #1354 T2_SATA_TXP0     V PIN SATA6.2
$1446      9.200     2.788   3  H3   (B)  #1365 T_SATA_RXP3_C    V PIN SATA4.6
$1447      9.200     2.838   3  H3   (B)  #1364 T_SATA_RXN3_C    V PIN SATA4.5
$1448      9.200     2.938   3  H3   (B)  #1363 T_SATA_TXN3_C    V PIN SATA4.3
$1449      9.200     2.988   3  H3   (B)  #1362 T_SATA_TXP3_C    V PIN SATA4.2
$1450      9.200     3.446   3  H3   (B)  #1369 T_SATA_RXP2_C    V PIN SATA3.6
$1451      9.200     3.496   3  H3   (B)  #1368 T_SATA_RXN2_C    V PIN SATA3.5
$1452      9.200     3.596   3  H3   (B)  #1367 T_SATA_TXN2_C    V PIN SATA3.3
$1453      9.200     3.646   3  H3   (B)  #1366 T_SATA_TXP2_C    V PIN SATA3.2
$1454      9.095     3.925   2  H4   (B)  #708  O_SPKR           V VIA .
$1455      9.165     3.940   2  H4   (B)  #695  SB_CPUFAN_PWM    V VIA .
$1456      8.875     4.050   2  H4   (B)  #1455 SB_SEN_CHAFAN2   V VIA .
$1457      8.900     4.120   2  H4   (B)  #1127 P_CHAFAN_CON_10  V VIA .
$1458      8.901     4.189   2  H4   (B)  #671  P_CHAFAN_FB_10   V VIA .
$1459      8.876     4.280   1  H4   (B)  #1460 SB_SEN_CPUFAN    V VIA .
$1460      9.350     0.295   1  H1   (B)  #1066 A_SPKR_Q         V VIA .
$1461      9.405     0.365   1  H1   (B)  #1065 S_SPKR_R         V VIA .
$1462      9.448     1.073   1  H1   (B)  #848  O_DTR1#_R        V VIA .
$1463      9.000     4.115   1  H4   (B)  #988  N33194533        V VIA .
$1464      9.075     4.410   1  H4   (B)  #672  +CHAFANPWR       V PIN PCE700.1
$1465      9.067     4.622   2  H4   (B)  #1456 O_SEN_CHAFAN2_R3 V VIA .
$1466      9.065     4.693   2  H4   (B)  #1837 O_SEN_CHAFAN2_R2 V VIA .
$1467      9.120     4.818   1  H4   (B)  #1393 J_NOS_GATE       V VIA .
$1468      8.968     4.940   1  H4   (B)  #987  N33260901        V VIA .
$1469      8.750     5.009   2  H5   (B)  #1130 P_CHAFAN2_CON_10 V VIA .
$1470      8.688     5.040   2  G5   (B)  #67   P_1.5V_CON_15    V VIA .
$1471      8.755     5.168   1  H5   (B)  #1731 P_CHAFAN2_REF1_10 V VIA .
$1472      8.820     5.345   1  H5   (B)  #1733 P_CHAFAN_REF1_10 V VIA .
$1473      8.719     5.499   1  G5   (B)  #1129 P_CHAFAN2_REF_10 V VIA .
$1474      8.719     5.629   2  G5   (B)  #669  P_CHAFAN2_FB_10  V VIA .
$1475      8.720     5.700   2  G5   (B)  #1126 P_1.5V_REF_15    V VIA .
$1476      8.680     5.915   1  G5   (B)  #663  P_1.5V_FB_15     V VIA .
$1477      8.699     6.009   1  G5   (B)  #1069 O_+1.5V_OV1#_Q   V VIA .
$1478      8.718     6.125   1  G5   (B)  #1067 N35269452        V VIA .
$1479      8.758     8.399   1  H7   (B)  #452  +VTTDDR          V PIN PCE204.1
$1480      8.615     8.948   1  G8   (B)  #1131 P_+VTTDDR_REF_10 V VIA .
$1481      8.487     9.246   1  G8   (B)  #162  D2_DQ_B56        V PIN DIMM_B2.110
$1482      8.487     9.482   1  G8   (B)  #160  D2_DQ_B58        V PIN DIMM_B2.116
$1483      8.745    10.115   1  G9   (B)  #432  C_48M_SIO        V VIA .
$1484      8.760    10.520   1  H9   (B)  #1512 C_LPC_SIO        V VIA .
$1485      8.230    10.830   2  G9   (B)  #497  H_VID7           V VIA .
$1486      8.455    10.845   1  G9   (B)  #1451 O_+1.8V_DUAL_OV1# V VIA .
$1487      8.455    10.985   2  G9   (B)  #1462 O_SEN_CHAFAN1    V VIA .
$1488      8.470    11.065   2  G9   (B)  #1527 O_SIO_P89        V VIA .
$1489      8.445    11.130   2  G9   (B)  #1528 O_SIO_P90        V VIA .
$1490      8.260    11.235   2  G9   (B)  #1472 O_VREF           V VIA .
$1491      8.223    11.308   2  G10  (B)  #1481 J_OVT_SENSE      V VIA .
$1492      8.307    11.386   1  G10  (B)  #1526 O_SIO_P88        V VIA .
$1493      8.103    11.480   2  G10  (B)  #1469 O_+12VIN         V VIA .
$1494      8.035    11.508   2  G10  (B)  #1281 H_THERM_CPU+     V VIA .
$1495      7.477    11.675   1  F10  (B)  #3    P_VCCM_REGIN_S   V PIN PCE206.1
$1496      8.150    11.840   1  G10  (B)  #1057 P_5VSB_SW_10     V VIA .
$1497      8.815     5.941   1  H5   (B)  #1068 O_+1.5V_OV1#_R   V VIA .
$1498      8.818     6.035   1  H5   (B)  #662  O_+1.5V_OV2#_Q   V VIA .
$1499      8.870     6.478   1  H6   (B)  #1400 O_+1.05V_OV#     V VIA .
$1500      9.330     4.525   1  H4   (B)  #829  O_SEN_CHAFAN2_R  V PIN CHA_FAN2.1
$1501      9.235     4.680   1  H4   (B)  #1457 O_SEN_CHAFAN2    V VIA .
$1502      9.090     4.965   1  H4   (B)  #65   P_1.5V_1/2_CON_15 V VIA .
$1503      9.185     5.204   1  H5   (B)  #828  O_SEN_CHAFAN3_R  V PIN CHA_FAN3.1
$1504      9.037     5.343   1  H5   (B)  #1732 P_CHAFAN_REF2_10 V VIA .
$1505      8.920     5.503   1  H5   (B)  #1128 P_CHAFAN_REF_10  V VIA .
$1506      9.123     5.865   1  H5   (B)  #1124 P_1.5V_1/2_FB_15 V VIA .
$1507      9.113     5.953   2  H5   (B)  #1125 P_1.5V_1/2_REF_15 V VIA .
$1508      9.033     5.978   2  H5   (B)  #1449 O_CHA_FANPWR_PWM_R V VIA .
$1509      9.137     6.136   1  H5   (B)  #46   +3V                PIN EATXPWR.1
$1510      9.353     6.632   1  H6   (B)  #1440 O_PSON#          V PIN EATXPWR.16
$1511      9.137     7.293   1  H6   (B)  #1525 B_ATX_PWROK      V PIN EATXPWR.8
$1512      9.137     7.458   1  H6   (B)  #392  +5VSB            V PIN EATXPWR.9
$1513      9.210     8.450   1  H7   (B)  #1499 O_DENSEL#        V PIN FLOPPY.2
$1514      9.210     8.750   1  H8   (B)  #1500 O_INDEX#         V PIN FLOPPY.8
$1515      9.210     8.850   1  H8   (B)  #1501 O_MTRA#          V PIN FLOPPY.10
$1516      9.210     9.050   1  H8   (B)  #1502 O_DRVA#          V PIN FLOPPY.14
$1517      9.210     9.250   1  H8   (B)  #1503 O_DIR#           V PIN FLOPPY.18
$1518      9.210     9.350   1  H8   (B)  #1504 O_STEP#          V PIN FLOPPY.20
$1519      9.210     9.450   1  H8   (B)  #1505 O_WDATA#         V PIN FLOPPY.22
$1520      9.210     9.550   1  H8   (B)  #1506 O_WGATE#         V PIN FLOPPY.24
$1521      9.210     9.650   1  H8   (B)  #1507 O_TRK0#          V PIN FLOPPY.26
$1522      9.210     9.750   1  H8   (B)  #1508 O_WPT#           V PIN FLOPPY.28
$1523      9.210     9.850   1  H8   (B)  #1509 O_RDATA#         V PIN FLOPPY.30
$1524      9.210     9.950   1  H8   (B)  #1510 O_HDSEL#         V PIN FLOPPY.32
$1525      9.210    10.050   1  H9   (B)  #1511 O_DSKCHG#        V PIN FLOPPY.34
$1526      9.025    10.180   2  H9   (B)  #471  J_QCPUTM         V VIA .
$1527      8.975    10.245   2  H9   (B)  #1021 J_CPUTM          V VIA .
$1528      8.955    10.415   1  H9   (B)  #511  J_OVT2           V VIA .
$1529      9.135    10.455   1  H9   (B)  #401  H_SW_P           V VIA .
$1530      9.055    10.840   2  H9   (B)  #1581 +O_KBMS_5V_F     V VIA .
$1531      8.655    10.865   2  G9   (B)  #1529 O_SEN_CHAFAN3    V VIA .
$1532      8.575    10.875   2  G9   (B)  #1020 H_PROCHOT#       V VIA .
$1533      8.550    11.040   2  G9   (B)  #1395 +5V_DUAL_USBKB_SW V VIA .
$1534      8.547    11.242   1  G9   (B)  #744  O_PME#           V VIA .
$1535      8.390    11.310   1  G10  (B)  #1432 O_+5VIN          V VIA .
$1536      8.345    11.510   1  G10  (B)  #1033 CPUFAN_PWM_Q     V VIA .
$1537      8.316    11.596   1  G10  (B)  #1056 P_5VDUAL_Q3_10   V VIA .
$1538      8.310    11.710   2  G10  (B)  #1060 P_5VDUAL_Q1_10   V VIA .
$1539      8.240    11.735   2  G10  (B)  #974  P_5VDUAL_SW_10   V VIA .
$1540      8.315    11.810   1  G10  (B)  #1058 P_5VDUAL_Q2_10   V VIA .
$1541      8.730    11.070   2  G9   (B)  #436  O_+1.8V_DUAL_OV3# V VIA .
$1542      8.705    11.140   2  G9   (B)  #433  O_+1.8V_DUAL_OV2# V VIA .
$1543      8.780    11.180   1  H9   (B)  #435  O_+1.8V_DUAL_OV4# V VIA .
$1544      8.775    11.315   2  H10  (B)  #1519 O_MS_DATA        V VIA .
$1545      8.602    11.345   1  G10  (B)  #1478 O_CPUFAN_PWM     V VIA .
$1546      8.727    11.373   2  G10  (B)  #1523 O_SIO_P84        V VIA .
$1547      8.500    11.555   1  G10  (B)  #1394 O_3VSBSW#        V VIA .
$1548      8.433    11.625   1  G10  (B)  #1059 P_5VDUAL_EN_10   V VIA .
$1549      8.800    11.090   2  H9   (B)  #1524 O_SIO_P85        V VIA .
$1550      9.000    10.880   2  H9   (B)  #847  O_CTS1#_R        V VIA .
$1551      8.870    11.030   1  H9   (B)  #1522 O_EN_GTL         V VIA .
$1552      8.917    11.163   2  H9   (B)  #682  O_INTRUDER#      V VIA .
$1553      8.870    11.230   2  H9   (B)  #1441 O_PSON#_R        V VIA .
$1554      8.850    11.310   2  H10  (B)  #1466 O_CPUFANOUT1_SET V VIA .
$1555      8.893    11.453   1  H10  (B)  #1521 O_EN_AS          V VIA .
$1556      8.805    11.640   2  H10  (B)  #533  J_VOUT           V VIA .
$1557      8.865    11.700   2  H10  (B)  #534  J_VIN1           V VIA .
$1558      8.825    11.815   1  H10  (B)  #535  J_VIN2           V VIA .
$1559      8.990    11.155   2  H9   (B)  #705  O_RSTCON#_SIO    V VIA .
$1560      8.985    11.235   2  H9   (B)  #1479 O_PWRBTN#IN_R    V VIA .
$1561      9.030    11.295   2  H10  (B)  #1518 O_MS_CLK         V VIA .
$1562      9.078    11.155   2  H9   (B)  #1517 O_KB_DATA        V VIA .
$1563      9.110    11.580   1  H10  (B)  #531  J_VREF2          V VIA .
$1564      8.970    11.729   1  H10  (B)  #1482 J_PWM_REFIN      V VIA .
$1565      9.060    11.780   2  H10  (B)  #1396 O_+VCORE_OV2#    V VIA .
$1566      9.146    11.140   2  H9   (B)  #1516 O_KB_CLK         V VIA .
$1567      9.118    11.733   2  H10  (B)  #1397 O_+VCORE_OV1#    V VIA .
$1568      9.125    11.815   2  H10  (B)  #532  J_VREF1          V VIA .
$1569      9.344    10.966   1  H9   (B)  #1075 O_INTRUDER#_R    V PIN CHASSIS.3

